chr geneProduct text_gene start end strand gene_id
1 antisense gene 176176784 176198466 + ENSG00000236021
1 protein_coding gene 183441351 183567381 + ENSG00000116698
1 protein_coding gene 183605220 183897665 + ENSG00000143344
1 protein_coding gene 185126212 185260897 + ENSG00000116668
1 protein_coding gene 186344890 186390510 + ENSG00000157181
1 lincRNA gene 200993077 200997920 + ENSG00000229191
1 lincRNA gene 202830882 202844369 + ENSG00000234996
1 protein_coding gene 203274619 203278730 + ENSG00000159388
1 antisense gene 204346978 204404974 + ENSG00000226330
1 protein_coding gene 206223976 206231639 + ENSG00000198049
1 antisense gene 211849104 211863445 + ENSG00000231057
1 protein_coding gene 212208919 212280742 + ENSG00000143476
1 protein_coding gene 212965170 212989968 + ENSG00000203705
1 protein_coding gene 213031597 213072705 + ENSG00000162769
1 protein_coding gene 217804666 218045038 + ENSG00000162814
1 protein_coding gene 229406822 229441641 + ENSG00000168118
1 antisense gene 229644248 229650019 + ENSG00000223635
1 protein_coding gene 229761981 229795946 + ENSG00000135763
1 protein_coding gene 231114727 231136341 + ENSG00000173409
1 protein_coding gene 231376953 231413719 + ENSG00000116906
1 protein_coding gene 231664399 231702270 + ENSG00000116918
1 protein_coding gene 246729746 246831886 + ENSG00000162852
1 antisense gene 249153363 249158995 + ENSG00000227237
2 protein_coding gene 9563697 9613230 + ENSG00000119203
2 protein_coding gene 11273179 11286916 + ENSG00000150873
2 antisense gene 20189978 20203971 + ENSG00000227210
2 antisense gene 20251895 20254257 + ENSG00000223734
2 protein_coding gene 24150155 24227779 + ENSG00000173960
2 protein_coding gene 24272571 24286551 + ENSG00000119782
2 protein_coding gene 24299396 24392509 + ENSG00000219626
2 protein_coding gene 24397938 24423718 + ENSG00000186453
2 protein_coding gene 27593389 27599995 + ENSG00000115234
2 protein_coding gene 31456880 31492313 + ENSG00000013016
2 protein_coding gene 37311594 37326387 + ENSG00000152133
2 protein_coding gene 38978676 39012142 + ENSG00000152147
2 protein_coding gene 39103103 39156213 + ENSG00000188010
2 protein_coding gene 42721709 42984087 + ENSG00000057935
2 protein_coding gene 44066103 44105605 + ENSG00000143921
2 protein_coding gene 44589089 44999731 + ENSG00000143919
2 protein_coding gene 47572297 47614740 + ENSG00000119888
2 lincRNA gene 51259739 52635055 + ENSG00000231918
2 protein_coding gene 61108656 61158745 + ENSG00000162924
2 protein_coding gene 61372243 61391964 + ENSG00000237651
2 antisense gene 61698323 61711265 + ENSG00000270820
2 protein_coding gene 64681103 64688515 + ENSG00000119862
2 protein_coding gene 68384976 68403370 + ENSG00000115946
2 protein_coding gene 68694693 68858004 + ENSG00000169621
2 protein_coding gene 71357444 71377231 + ENSG00000124383
2 protein_coding gene 73460548 73480149 + ENSG00000135624
2 antisense gene 74375136 74377188 + ENSG00000225439
2 protein_coding gene 74648805 74652882 + ENSG00000005448
2 protein_coding gene 85645844 85664152 + ENSG00000152292
2 protein_coding gene 85788685 85809154 + ENSG00000118640
2 protein_coding gene 86333305 86369280 + ENSG00000132300
2 protein_coding gene 95831177 95850065 + ENSG00000163067
2 protein_coding gene 96931870 96939087 + ENSG00000144021
2 antisense gene 98280680 98319527 + ENSG00000228486
2 protein_coding gene 99225042 99234978 + ENSG00000115446
2 protein_coding gene 103353367 103460352 + ENSG00000170417
2 protein_coding gene 108443388 108507297 + ENSG00000196862
2 protein_coding gene 109150857 109303702 + ENSG00000169756
2 protein_coding gene 110371911 110376563 + ENSG00000198142
2 protein_coding gene 113403434 113421404 + ENSG00000144136
2 protein_coding gene 114384806 114400973 + ENSG00000144134
2 protein_coding gene 120124497 120130126 + ENSG00000155368
2 antisense gene 122407226 122485784 + ENSG00000236859
2 protein_coding gene 122494679 122525429 + ENSG00000211460
2 protein_coding gene 124782864 125672864 + ENSG00000155052
2 pseudogene gene 130887194 130896990 + ENSG00000223760
2 pseudogene gene 132250386 132279146 + ENSG00000152117
2 protein_coding gene 136289025 136482840 + ENSG00000048991
2 protein_coding gene 139259371 139331117 + ENSG00000144228
2 protein_coding gene 159313476 159539391 + ENSG00000144283
2 protein_coding gene 160569000 160627538 + ENSG00000136536
2 protein_coding gene 163175350 163228105 + ENSG00000115271
2 lincRNA gene 166651361 166666520 + ENSG00000235192
2 protein_coding gene 170550998 170633499 + ENSG00000213160
2 lincRNA gene 171627623 171634658 + ENSG00000239467
2 lincRNA gene 172967734 172974710 + ENSG00000236651
2 protein_coding gene 175260458 175294303 + ENSG00000144306
2 protein_coding gene 182756560 182795465 + ENSG00000138434
2 protein_coding gene 190649107 190742355 + ENSG00000064933
2 antisense gene 191399581 191432828 + ENSG00000233654
2 protein_coding gene 200775979 200820658 + ENSG00000178074
2 protein_coding gene 201754050 201768655 + ENSG00000196290
2 protein_coding gene 203879602 204091101 + ENSG00000144426
2 protein_coding gene 209130991 209223475 + ENSG00000115020
2 antisense gene 211036242 211095107 + ENSG00000231294
2 protein_coding gene 211342406 211543831 + ENSG00000021826
2 protein_coding gene 214149113 215275225 + ENSG00000144451
2 protein_coding gene 219135115 219211516 + ENSG00000127838
2 protein_coding gene 219433303 219461803 + ENSG00000144580
2 protein_coding gene 220094479 220101391 + ENSG00000163516
2 lincRNA gene 227664862 227675745 + ENSG00000272622
2 protein_coding gene 228029281 228179508 + ENSG00000169031
2 protein_coding gene 231860836 231889770 + ENSG00000173699
2 processed_transcript gene 239140325 239164274 + ENSG00000225057
2 protein_coding gene 241526133 241557122 + ENSG00000142330
3 protein_coding gene 3168600 3192563 + ENSG00000072756
3 protein_coding gene 4535032 4889524 + ENSG00000150995
3 protein_coding gene 5229331 5261642 + ENSG00000134109
3 protein_coding gene 9834766 9877085 + ENSG00000250151
3 protein_coding gene 10068098 10143614 + ENSG00000144554
3 protein_coding gene 14166440 14185179 + ENSG00000170876
3 protein_coding gene 15247659 15294425 + ENSG00000131375
3 protein_coding gene 16306706 16391806 + ENSG00000154814
3 protein_coding gene 19988571 20026667 + ENSG00000144566
3 protein_coding gene 23244511 23633284 + ENSG00000182247
3 protein_coding gene 26664297 26752267 + ENSG00000179796
3 protein_coding gene 28390637 28579613 + ENSG00000206559
3 protein_coding gene 37034823 37107380 + ENSG00000076242
3 protein_coding gene 37903451 38025960 + ENSG00000144677
3 protein_coding gene 42846244 42929466 + ENSG00000144648
3 protein_coding gene 44803209 44914868 + ENSG00000163808
3 protein_coding gene 46448654 46454488 + ENSG00000121797
3 protein_coding gene 48488114 48507115 + ENSG00000164053
3 protein_coding gene 49591922 49708978 + ENSG00000164061
3 antisense gene 50378537 50383128 + ENSG00000235058
3 protein_coding gene 51976361 51982883 + ENSG00000041880
3 protein_coding gene 52444673 52457657 + ENSG00000010318
3 protein_coding gene 53880607 53899827 + ENSG00000056736
3 lincRNA gene 57678932 57682323 + ENSG00000241933
3 lincRNA gene 67705121 67998137 + ENSG00000241316
3 lincRNA gene 75484499 75506637 + ENSG00000272690
3 lincRNA gene 106959539 107045811 + ENSG00000243701
3 protein_coding gene 108308529 108413693 + ENSG00000198919
3 protein_coding gene 119187785 119213555 + ENSG00000163389
3 lincRNA gene 119813742 119855630 + ENSG00000242622
3 antisense gene 120068357 120086845 + ENSG00000240661
3 protein_coding gene 121554030 121605373 + ENSG00000145088
3 antisense gene 122135054 122162027 + ENSG00000272758
3 antisense gene 123304389 123363415 + ENSG00000239523
3 protein_coding gene 129158968 129239198 + ENSG00000163913
3 antisense gene 129612714 129637418 + ENSG00000271270
3 protein_coding gene 131100515 131107674 + ENSG00000198585
3 pseudogene gene 133380842 133473420 + ENSG00000242337
3 antisense gene 136471472 136474622 + ENSG00000261758
3 protein_coding gene 136581050 136668665 + ENSG00000158092
3 protein_coding gene 138666076 138672293 + ENSG00000206262
3 antisense gene 139108657 139302161 + ENSG00000248932
3 protein_coding gene 152880029 152886265 + ENSG00000181467
3 protein_coding gene 158288952 158325041 + ENSG00000178053
3 protein_coding gene 159943423 159945999 + ENSG00000180044
3 protein_coding gene 167453031 167543356 + ENSG00000163536
3 protein_coding gene 178865902 178957881 + ENSG00000121879
3 protein_coding gene 179322478 179345435 + ENSG00000136521
3 protein_coding gene 180319918 180335616 + ENSG00000163728
3 protein_coding gene 182511288 182639423 + ENSG00000058063
3 protein_coding gene 183967438 184010819 + ENSG00000145194
3 protein_coding gene 184079506 184086384 + ENSG00000163882
3 protein_coding gene 190040330 190129932 + ENSG00000113946
3 protein_coding gene 193310933 193415612 + ENSG00000198836
3 pseudogene gene 195384967 195412775 + ENSG00000215837
3 protein_coding gene 195938358 195970049 + ENSG00000163959
3 antisense gene 196045201 196052441 + ENSG00000235897
3 lincRNA gene 197185276 197193976 + ENSG00000237167
3 protein_coding gene 197687071 197770591 + ENSG00000185621
4 protein_coding gene 492989 533985 + ENSG00000174227
4 protein_coding gene 926175 952444 + ENSG00000127419
4 protein_coding gene 980785 998316 + ENSG00000127415
4 antisense gene 1107427 1126765 + ENSG00000251652
4 protein_coding gene 1723227 1746898 + ENSG00000013810
4 protein_coding gene 2043689 2045697 + ENSG00000243449
4 lincRNA gene 2420701 2452087 + ENSG00000206113
4 antisense gene 2936626 2963465 + ENSG00000249673
4 protein_coding gene 2965335 3042474 + ENSG00000125388
4 protein_coding gene 3076408 3245676 + ENSG00000197386
4 protein_coding gene 4291924 4323513 + ENSG00000168826
4 protein_coding gene 9172135 9178453 + ENSG00000229924
4 lincRNA gene 10686627 10699285 + ENSG00000249334
4 protein_coding gene 17616254 17635728 + ENSG00000118579
4 protein_coding gene 17812525 17846485 + ENSG00000109805
4 antisense gene 21950638 22331953 + ENSG00000250039
4 protein_coding gene 25162263 25280714 + ENSG00000038210
4 protein_coding gene 39460620 39479273 + ENSG00000121897
4 lincRNA gene 39640760 39668264 + ENSG00000255458
4 lincRNA gene 53525573 53527835 + ENSG00000248866
4 lincRNA gene 55711734 55725407 + ENSG00000251256
4 protein_coding gene 56262124 56319564 + ENSG00000134851
4 protein_coding gene 57301907 57327534 + ENSG00000128050
4 lincRNA gene 59850000 59912677 + ENSG00000251266
4 antisense gene 68566998 68946670 + ENSG00000248049
4 antisense gene 74124926 74183670 + ENSG00000250220
4 protein_coding gene 76649777 76735382 + ENSG00000138768
4 protein_coding gene 77135193 77204933 + ENSG00000189157
4 protein_coding gene 79697496 79837526 + ENSG00000138756
4 protein_coding gene 83351715 83382244 + ENSG00000145293
4 protein_coding gene 84377085 84390888 + ENSG00000163319
4 protein_coding gene 87515468 87736324 + ENSG00000163629
4 lincRNA gene 89206094 89252573 + ENSG00000246375
4 protein_coding gene 93225550 94695707 + ENSG00000152208
4 protein_coding gene 95128762 95212443 + ENSG00000163104
4 protein_coding gene 95679119 96079599 + ENSG00000138696
4 antisense gene 99580055 99585701 + ENSG00000260641
4 antisense gene 100010008 100222513 + ENSG00000246090
4 protein_coding gene 103790135 103810399 + ENSG00000145354
4 protein_coding gene 106473777 106629250 + ENSG00000236699
4 protein_coding gene 109541722 109551568 + ENSG00000109475
4 lincRNA gene 110224191 110237291 + ENSG00000246774
4 protein_coding gene 113152893 113191203 + ENSG00000138660
4 lincRNA gene 122791738 122794003 + ENSG00000261501
4 protein_coding gene 123844229 124240605 + ENSG00000145375
4 lincRNA gene 130692814 130876523 + ENSG00000249618
4 protein_coding gene 134070470 134129356 + ENSG00000138650
4 protein_coding gene 144106070 144144983 + ENSG00000170185
4 protein_coding gene 148538534 148593195 + ENSG00000164168
4 lincRNA gene 153457416 153460415 + ENSG00000268471
4 protein_coding gene 153701089 153839615 + ENSG00000164144
4 protein_coding gene 170533784 170644824 + ENSG00000109572
4 protein_coding gene 175750819 175899331 + ENSG00000168594
4 lincRNA gene 177796856 177801759 + ENSG00000250263
4 protein_coding gene 184020446 184241930 + ENSG00000151718
4 protein_coding gene 184580420 184634745 + ENSG00000168538
4 lincRNA gene 185395956 185398458 + ENSG00000271646
4 protein_coding gene 185570767 185616117 + ENSG00000164306
4 protein_coding gene 186317175 186321782 + ENSG00000186352
4 protein_coding gene 186347394 186370980 + ENSG00000205129
5 protein_coding gene 218356 256815 + ENSG00000073578
5 processed_transcript gene 473351 480999 + ENSG00000225138
5 protein_coding gene 612387 667283 + ENSG00000112877
5 lincRNA gene 1594741 1611582 + ENSG00000271119
5 protein_coding gene 1801514 1816719 + ENSG00000145494
5 antisense gene 1887446 1900607 + ENSG00000249326
5 lincRNA gene 4866634 4874872 + ENSG00000249941
5 lincRNA gene 5034472 5070117 + ENSG00000215231
5 protein_coding gene 5140443 5320417 + ENSG00000145536
5 protein_coding gene 6633456 6669675 + ENSG00000145545
5 lincRNA gene 7373230 7379903 + ENSG00000223597
5 lincRNA gene 9546312 9550721 + ENSG00000250786
5 protein_coding gene 10250033 10266524 + ENSG00000150753
5 lincRNA gene 12574969 12804475 + ENSG00000248131
5 protein_coding gene 14664773 14699820 + ENSG00000154124
5 lincRNA gene 16617334 16621385 + ENSG00000250415
5 pseudogene gene 21341942 21589481 + ENSG00000183666
5 lincRNA gene 25190791 25306281 + ENSG00000245662
5 protein_coding gene 31532373 31555165 + ENSG00000082213
5 protein_coding gene 33440802 33469644 + ENSG00000113407
5 protein_coding gene 36152091 36184421 + ENSG00000145604
5 protein_coding gene 38845960 38945698 + ENSG00000145623
5 processed_transcript gene 43484061 43509458 + ENSG00000249492
5 antisense gene 43515376 43525412 + ENSG00000248240
5 protein_coding gene 44809027 44820530 + ENSG00000112996
5 antisense gene 54529762 54591029 + ENSG00000251307
5 protein_coding gene 54603588 54721409 + ENSG00000039123
5 antisense gene 55290995 55299477 + ENSG00000227908
5 protein_coding gene 60240956 60448853 + ENSG00000164182
5 protein_coding gene 61699799 61924409 + ENSG00000086200
5 protein_coding gene 64064757 64314590 + ENSG00000153015
5 protein_coding gene 64859063 64883376 + ENSG00000113593
5 protein_coding gene 77656339 77776562 + ENSG00000085365
5 protein_coding gene 78532012 78623038 + ENSG00000152409
5 protein_coding gene 79287134 79379110 + ENSG00000113296
5 protein_coding gene 80597409 80609116 + ENSG00000131732
5 protein_coding gene 94890778 94940768 + ENSG00000164291
5 processed_transcript gene 96519303 96772921 + ENSG00000251513
5 protein_coding gene 99871009 99922445 + ENSG00000174132
5 protein_coding gene 126112315 126172712 + ENSG00000113368
5 protein_coding gene 133706870 133727683 + ENSG00000119048
5 protein_coding gene 141016517 141020644 + ENSG00000164620
5 protein_coding gene 143550396 143865249 + ENSG00000183775
5 protein_coding gene 146614526 146767415 + ENSG00000169302
5 protein_coding gene 147763498 147822399 + ENSG00000145868
5 lincRNA gene 148442880 148489350 + ENSG00000250072
5 protein_coding gene 148737570 148749216 + ENSG00000145882
5 protein_coding gene 153825517 153840614 + ENSG00000164576
5 protein_coding gene 156569944 156682201 + ENSG00000113263
5 protein_coding gene 157098561 157107151 + ENSG00000187658
5 protein_coding gene 159848829 159855748 + ENSG00000164611
5 protein_coding gene 162864575 162873157 + ENSG00000113328
5 protein_coding gene 162887209 162918947 + ENSG00000072571
5 protein_coding gene 176057683 176073642 + ENSG00000175766
5 protein_coding gene 176449697 176508190 + ENSG00000113761
5 protein_coding gene 176730775 176733960 + ENSG00000169230
5 antisense gene 180688213 180699308 + ENSG00000248275
6 lincRNA gene 711533 750729 + ENSG00000271727
6 lincRNA gene 2245982 2482256 + ENSG00000250903
6 protein_coding gene 4021501 4065217 + ENSG00000112739
6 lincRNA gene 4136306 4157619 + ENSG00000234817
6 protein_coding gene 5261277 5771813 + ENSG00000145982
6 protein_coding gene 10748027 10930656 + ENSG00000272162
6 protein_coding gene 18155560 18224084 + ENSG00000165097
6 protein_coding gene 24667263 24705293 + ENSG00000112304
6 protein_coding gene 26124373 26139344 + ENSG00000180573
6 lincRNA gene 26924771 26991703 + ENSG00000224843
6 protein_coding gene 27100832 27103070 + ENSG00000196787
6 protein_coding gene 29424958 29432105 + ENSG00000204688
6 protein_coding gene 31126319 31134936 + ENSG00000137310
6 protein_coding gene 31707797 31732628 + ENSG00000255152
6 protein_coding gene 31865562 31913449 + ENSG00000166278
6 protein_coding gene 32146131 32151930 + ENSG00000204308
6 protein_coding gene 35704809 35716856 + ENSG00000157343
6 protein_coding gene 37787275 38122400 + ENSG00000156639
6 protein_coding gene 41888926 41900784 + ENSG00000112578
6 protein_coding gene 42018251 42055199 + ENSG00000137413
6 protein_coding gene 43543887 43586701 + ENSG00000170734
6 protein_coding gene 43597277 43608689 + ENSG00000124688
6 protein_coding gene 46097730 46114436 + ENSG00000001561
6 antisense gene 46459789 46500495 + ENSG00000236466
6 protein_coding gene 46620678 46645930 + ENSG00000153291
6 protein_coding gene 49431091 49460820 + ENSG00000031691
6 lincRNA gene 52442105 52448783 + ENSG00000225791
6 protein_coding gene 53659295 53788919 + ENSG00000137269
6 protein_coding gene 56819773 56892140 + ENSG00000151917
6 protein_coding gene 69345259 70099403 + ENSG00000135298
6 antisense gene 73972938 74011124 + ENSG00000229852
6 lincRNA gene 75994730 76006719 + ENSG00000225793
6 protein_coding gene 88299839 88377169 + ENSG00000135336
6 protein_coding gene 96025419 96057333 + ENSG00000172469
6 lincRNA gene 97731179 97757924 + ENSG00000226684
6 protein_coding gene 107077453 107116292 + ENSG00000130348
6 protein_coding gene 108487262 108510013 + ENSG00000112333
6 protein_coding gene 109416313 109485135 + ENSG00000183137
6 protein_coding gene 110012499 110146631 + ENSG00000112367
6 protein_coding gene 110501344 110575478 + ENSG00000168438
6 protein_coding gene 111580551 111592370 + ENSG00000173214
6 protein_coding gene 112408802 112423993 + ENSG00000203778
6 lincRNA gene 116575370 116577906 + ENSG00000237021
6 lincRNA gene 116601362 116691436 + ENSG00000240050
6 protein_coding gene 117774980 117891021 + ENSG00000164465
6 protein_coding gene 122793076 123047518 + ENSG00000135549
6 protein_coding gene 127840600 127912962 + ENSG00000184530
6 protein_coding gene 130686879 130764208 + ENSG00000164484
6 protein_coding gene 131949582 132068553 + ENSG00000154269
6 protein_coding gene 143771944 143811147 + ENSG00000034693
6 antisense gene 146136048 146207721 + ENSG00000235652
6 protein_coding gene 146920101 147136598 + ENSG00000118492
6 protein_coding gene 151773422 151791236 + ENSG00000146476
6 antisense gene 153304885 153310358 + ENSG00000227627
6 protein_coding gene 158589384 158620376 + ENSG00000272047
6 protein_coding gene 160210844 160219468 + ENSG00000112110
6 processed_transcript gene 167412893 167552629 + ENSG00000272980
6 protein_coding gene 168227602 168372703 + ENSG00000130396
6 protein_coding gene 170102233 170106401 + ENSG00000185127
6 protein_coding gene 170151718 170181680 + ENSG00000130023
6 protein_coding gene 170599791 170716153 + ENSG00000112584
7 lincRNA gene 149597 155465 + ENSG00000240859
7 lincRNA gene 560028 564869 + ENSG00000223855
7 antisense gene 1499573 1503644 + ENSG00000225981
7 protein_coding gene 2281857 2290781 + ENSG00000106268
7 protein_coding gene 6048876 6063465 + ENSG00000106305
7 protein_coding gene 16685756 16746148 + ENSG00000136261
7 processed_transcript gene 20257200 20261323 + ENSG00000233834
7 protein_coding gene 23145353 23217533 + ENSG00000122550
7 protein_coding gene 29603427 29606911 + ENSG00000176532
7 protein_coding gene 32535038 33078516 + ENSG00000105778
7 protein_coding gene 35840542 35944917 + ENSG00000122545
7 protein_coding gene 39605975 39649919 + ENSG00000241127
7 protein_coding gene 39989636 40136733 + ENSG00000065883
7 protein_coding gene 40174575 40900362 + ENSG00000175600
7 protein_coding gene 43966037 43995735 + ENSG00000078967
7 antisense gene 55640864 55656029 + ENSG00000223475
7 protein_coding gene 56119323 56131682 + ENSG00000146731
7 lincRNA gene 62814835 62819684 + ENSG00000229301
7 lincRNA gene 62854166 62882424 + ENSG00000227305
7 lincRNA gene 63361201 63378372 + ENSG00000226581
7 protein_coding gene 72742167 72772634 + ENSG00000077800
7 pseudogene gene 74306894 74366314 + ENSG00000123965
7 pseudogene gene 74988448 75024657 + ENSG00000205583
7 protein_coding gene 75677369 75696826 + ENSG00000146701
7 protein_coding gene 76751751 76958850 + ENSG00000135205
7 lincRNA gene 77045990 77054760 + ENSG00000273341
7 protein_coding gene 77325760 77412339 + ENSG00000187257
7 protein_coding gene 77428122 77586818 + ENSG00000006576
7 protein_coding gene 86974997 87029111 + ENSG00000005469
7 protein_coding gene 91875548 92030698 + ENSG00000001629
7 protein_coding gene 92158087 92167319 + ENSG00000127993
7 protein_coding gene 94285637 94299007 + ENSG00000242265
7 antisense gene 95225994 95243031 + ENSG00000231170
7 protein_coding gene 97881691 97937162 + ENSG00000164713
7 protein_coding gene 99156291 99205433 + ENSG00000272647
7 protein_coding gene 99775186 99819111 + ENSG00000066923
7 protein_coding gene 102105376 102113615 + ENSG00000161036
7 protein_coding gene 102715328 102740205 + ENSG00000170632
7 protein_coding gene 105517242 105676877 + ENSG00000128536
7 protein_coding gene 111846643 111983151 + ENSG00000198839
7 antisense gene 123389122 123391220 + ENSG00000272686
7 protein_coding gene 127292234 127732661 + ENSG00000197157
7 protein_coding gene 129251555 129396922 + ENSG00000106459
7 antisense gene 129593074 129666391 + ENSG00000244036
7 protein_coding gene 129847700 129856683 + ENSG00000165120
7 protein_coding gene 132333553 132413528 + ENSG00000183470
7 protein_coding gene 137687070 137802732 + ENSG00000122787
7 antisense gene 139877061 139879440 + ENSG00000260231
7 pseudogene gene 143991573 143998027 + ENSG00000228960
7 protein_coding gene 148823508 148880116 + ENSG00000197024
7 lincRNA gene 154795158 154797413 + ENSG00000273344
7 antisense gene 156803499 156809120 + ENSG00000243479
X protein_coding gene 9754496 9917483 + ENSG00000146950
X protein_coding gene 11129421 11141198 + ENSG00000004961
X protein_coding gene 13752832 13787480 + ENSG00000046651
X protein_coding gene 14891563 14940449 + ENSG00000130150
X protein_coding gene 23801290 23804343 + ENSG00000130066
X lincRNA gene 46404928 46407843 + ENSG00000230844
X protein_coding gene 47863734 47869126 + ENSG00000171489
X pseudogene gene 48015795 48025778 + ENSG00000225198
X pseudogene gene 48056657 48058867 + ENSG00000234780
X pseudogene gene 48216560 48218930 + ENSG00000225055
X protein_coding gene 48242863 48252785 + ENSG00000204645
X pseudogene gene 48271748 48274761 + ENSG00000229620
X protein_coding gene 48367350 48379202 + ENSG00000102312
X lincRNA gene 51139363 51208513 + ENSG00000226530
X pseudogene gene 52684257 52686304 + ENSG00000228354
X pseudogene gene 52736652 52738983 + ENSG00000223958
X protein_coding gene 52780318 52790617 + ENSG00000157950
X antisense gene 57148095 57153676 + ENSG00000226310
X pseudogene gene 71352000 71354556 + ENSG00000248345
X protein_coding gene 72783036 72906937 + ENSG00000204116
X protein_coding gene 80457442 80554046 + ENSG00000131171
X protein_coding gene 92929012 92967273 + ENSG00000179083
